normalized_key,raw_forms,count,example_file,line,snippet
and,AND; And; and,700,C:\Projects\Abib\Other Works\Call to the Unconverted.txt,3793,"2. To humble you. And 3. To reform you, if there yet be any ho"
and,AND; And; and,700,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,225,"the New Testament, except 2 John and 3 John and Revelation. The Harmony"
and,AND; And; and,700,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,277,1543 (reprinted 1545 and 1557 [4] ); but it does not seem so clos
and,AND; And; and,700,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,3614,God in a similar vein (Ps. 19 and 119).
and,AND; And; and,700,C:\Projects\Abib\Other Works\Comfort for Christians.txt,1184,"tians were unacquainted with Prov. 3:11 and 12, but they"
and,AND; And; and,700,C:\Projects\Abib\Other Works\Comfort for Christians.txt,1226,"of David recorded in 2 Samuel 22 and 23, the one written near the"
and,AND; And; and,700,C:\Projects\Abib\Other Works\Commentary on Galatians Luther.txt,5694,"VERSES 8 and 9. Howbeit then, when ye knew not God, y"
and,AND; And; and,700,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,4092,"opposition which we have in verses 26 and 27, ""Ye believe not, because"
and,AND; And; and,700,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,8352,"And 2 Chron. xxviii. 23, it is said of Ahaz,"
compare,Compare; compare,673,C:\Projects\Abib\Other Works\JFB Commentary.txt,307,"Lord, who frequently quotes from them (compare 1Ki"
compare,Compare; compare,673,C:\Projects\Abib\Other Works\JFB Commentary.txt,328,compare 2Ch 19:7 with 1Pe 1:17; 2Ch 24:19-21 wit
compare,Compare; compare,673,C:\Projects\Abib\Other Works\JFB Commentary.txt,596,o be at once a necessity and a delight. Compare 2Sa
compare,Compare; compare,673,C:\Projects\Abib\Other Works\JFB Commentary.txt,806,"writings. Compare 1Pe 4:11; 2Pe 1:16-21, where he contrast"
compare,Compare; compare,673,C:\Projects\Abib\Other Works\JFB Commentary.txt,4793,"of tears"" (compare 1Ki 13:14). God was pleased to make a ne"
compare,Compare; compare,673,C:\Projects\Abib\Other Works\JFB Commentary.txt,5982,(compare 1Sa 8:12; Isa 30:24). This seems to conf
compare,Compare; compare,673,C:\Projects\Abib\Other Works\JFB Commentary.txt,6516,"invasion, they were fortified cities (compare 2Ch 11:1-12:16 ""A parallel"
compare,Compare; compare,673,C:\Projects\Abib\Other Works\JFB Commentary.txt,8140,(compare 2Co 2:16).
compare,Compare; compare,673,C:\Projects\Abib\Other Works\JFB Commentary.txt,8518,ascribed to God (compare 1Jo 5:4).
compare,Compare; compare,673,C:\Projects\Abib\Other Works\JFB Commentary.txt,8981,was setting their seal to the covenant (compare 1Co 11:25).
cor,COR; COR.; Cor; Cor.,548,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,426,"5:19, I Cor. 14:11). In the field of law, he speaks o"
cor,COR; COR.; Cor; Cor.,548,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,747,from (on I Cor. 15:54). When Stephen says in Acts 7:16 t
cor,COR; COR.; Cor; Cor.,548,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,789,numerical minutiae (on I Cor. 10:8). Paul was concerned to warn the
cor,COR; COR.; Cor; Cor.,548,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,1291,death (on II Cor. 4:11-12). Sufferings of this life act as
cor,COR; COR.; Cor; Cor.,548,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,2645,"He refers to Budé often (I Cor. 4:13, II Cor. 1:13, Phil. 2:9, John"
cor,COR; COR.; Cor; Cor.,548,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,2645,"e refers to Budé often (I Cor. 4:13, II Cor. 1:13, Phil. 2:9, John"
cor,COR; COR.; Cor; Cor.,548,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,2961,"Cor. 3:14-15). But, as we see, Jeremiah here"
cor,COR; COR.; Cor; Cor.,548,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,3803,"Yea and Amen, as Paul testifies in II Cor. 1:20, only when by the blood"
cor,COR; COR.; Cor; Cor.,548,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,4209,"it of the Lord is, there is liberty. II Cor. 3:14-17."
cor,COR; COR.; Cor; Cor.,548,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,6343,"Of a similar import is I Cor 15:24, where Paul says that Christ will"
of,OF; Of; of,471,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,2560,ays done. But see the Amsterdam edition of 1667.
of,OF; Of; of,471,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,2781,"] Instead of this passage, the treatise of 1543 and all the editions"
of,OF; Of; of,471,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,2786,"first time in the treatise of 1543 (C. R. 9, 815)."
of,OF; Of; of,471,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,12460,irst chapter of Ephesians and the first of 2
of,OF; Of; of,471,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,12609,"inconsistent with the first chapter of 2 Timothy where, in another"
of,OF; Of; of,471,C:\Projects\Abib\Other Works\Commentary on Galatians Luther.txt,8954,• You pay a royalty fee of 20% of the gross profits you derive from
of,OF; Of; of,471,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,11458,"cannot perceive. That of 2 Tim. ii. 6, added to the conclusion, i"
of,OF; Of; of,471,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,210,dg. 12:13-15). He is probably the Bedan of 1 Sam.
of,OF; Of; of,471,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,782,"tarried at Haran, Terah died at the age of 205"
of,OF; Of; of,471,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,835,gathered from his own household a band of 318
xxii,xxii.,429,C:\Projects\Abib\Other Works\Arminianism.txt,1366,"chance, to a mark not aimed at, 1 Kings xxii. 34."
xxii,xxii.,429,C:\Projects\Abib\Other Works\Arminianism.txt,3291,"are called, but few are chosen,"" Matt. xxii. 14. ""Fear not,"
xxii,xxii.,429,C:\Projects\Abib\Other Works\Arminianism.txt,3537,"phrases of ""washing away sin,"" Acts xxii. 16; of ""cleansing filth,"" 1"
xxii,xxii.,429,C:\Projects\Abib\Other Works\Arminianism.txt,5581,"Rev. xxii. 15. So that ""other foundation"" of blesse"
xxii,xxii.,429,C:\Projects\Abib\Other Works\At The Master's Feet.txt,972,lv.1; Jer. ii.13; Rev. xxii.17).
xxii,xxii.,429,C:\Projects\Abib\Other Works\At The Master's Feet.txt,981,Rev. xxii.17).
xxii,xxii.,429,C:\Projects\Abib\Other Works\At The Master's Feet.txt,1249,"Gethesemane (Luke xxii.44), and on the cross gave up My life th"
xxii,xxii.,429,C:\Projects\Abib\Other Works\At The Master's Feet.txt,1871,xxi. 4; xxii. 5).
xxii,xxii.,429,C:\Projects\Abib\Other Works\Call to the Unconverted.txt,3184,"hat will; when he asketh the man, Matt. xxii. 12. ""Friend, how"
xxii,xxii.,429,C:\Projects\Abib\Other Works\Call to the Unconverted.txt,3528,"made thee, and established thee?"" Deut. xxii. 6. When he saw"
about,About; about; about.,400,C:\Projects\Abib\Other Works\Arminianism.txt,449,"terminated about 1628, when the Protestants secured the c"
about,About; about; about.,400,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,576,to have been alive about 1660. -- Ed.
about,About; about; about.,400,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,167,"cleft of the Anti-Lebanon range, about 23 miles north-west of"
about,About; about; about.,400,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,288,"the Jordan, about 6 miles to the west-north-west of Dan."
about,About; about; about.,400,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,299,meadow-land which extends about 4 miles south of Beth-shean;
about,About; about; about.,400,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,895,"erar, and moved down the fertile valley about 25"
about,About; about; about.,400,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,1196,"the Mediterranean, about 8 miles north of Accho."
about,About; about; about.,400,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,1606,The Cave of Adullam has been discovered about 2 miles south of
about,About; about; about.,400,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,1607,"the scene of David's triumph, and about 13 miles west from"
about,About; about; about.,400,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,2298,worth about 10 pounds. But if we take the denarius a
on,on; on.,379,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,1293,"with terror"" (on 2Cor. 1:8). Calvin was deeply impressed,"
on,on; on.,379,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,1295,"king of the flesh from its destruction (on 2Cor. 5:1, Gal. 2:20,"
on,on; on.,379,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,1306,"God in Christ. Commenting on 1Peter 3:21, Calvin says, ""Hence all"
on,on; on.,379,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,1383,"olluted flesh so that they become one"" (on 1Tim. 3:16). Calvin's"
on,on; on.,379,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,1402,its blessings (on 2Thess. 2:16). He insisted that the Bibl
on,on; on.,379,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,1424,uggle against the powers of this world (on 2Cor. 4:10). It
on,on; on.,379,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,1469,of men (on 1Cor. 15:19). He regards the present lif
on,on; on.,379,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,1485,Christians from the power of death (on 1Cor. 15:26). The Day of
on,on; on.,379,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,1501,and perseverance in their trials (on 1John 3:2). Their life is to be a
on,on; on.,379,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,1512,"""metaphors"" (on 1Cor. 15:52, Heb. 10:26-27), illuminate"
ad,A.D.; a.d.; ad; ad.,374,C:\Projects\Abib\Other Works\Arminianism.txt,2602,"[80] Aquin., p. q. 19, ar. ad. 1."
ad,A.D.; a.d.; ad; ad.,374,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,4570,"[74] Flavius Josephus (A.D. 37-95?), Jewish antiquarian and historia"
ad,A.D.; a.d.; ad; ad.,374,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,14651,"[96] Julian the Apostate -- A.D. 361-363. Roman emperor, who tried to"
ad,A.D.; a.d.; ad; ad.,374,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,14686,[101] Eusebius of Caesarea (A.D. 260-340) was a bishop and church
ad,A.D.; a.d.; ad; ad.,374,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,13694,"Philad. [cap. ix., a.d. 107]: Houtos estin he pros ton Patera ag"
ad,A.D.; a.d.; ad; ad.,374,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,13724,"martyr, a.d. 250:-- ""Nos omnes portabat Christus, qui"
ad,A.D.; a.d.; ad; ad.,374,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,13744,"V. Cyril of Jerusalem, Cataches. xiii. [a.d. 350]:-- Kai me thaumases"
ad,A.D.; a.d.; ad; ad.,374,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,13758,of the incarnation of the Word of God [a.d. 350]:--
ad,A.D.; a.d.; ad; ad.,374,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,13767,"i. cap. 9, edit. Olivar. [a.d. 370]:-- ""Si non credis, non descendit"
ad,A.D.; a.d.; ad; ad.,374,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,13788,". Augustine, de Cor. et Grat. cap. xi. [a.d. 420]:-- ""Per hunc"
sec,Sec.; sec; sec.,367,C:\Projects\Abib\Other Works\Arminianism.txt,1108,v. sec. 10.
sec,Sec.; sec; sec.,367,C:\Projects\Abib\Other Works\Calvin - Commentaries.txt,4562,"Gospel of John, No. 3, Sec. 9."
sec,Sec.; sec; sec.,367,C:\Projects\Abib\Other Works\Institutes.txt,1266,"sec. 6; Book III. cap. 4 sec. 1, 2, 7, 13, 14"
sec,Sec.; sec; sec.,367,C:\Projects\Abib\Other Works\Institutes.txt,1266,"sec. 6; Book III. cap. 4 sec. 1, 2, 7, 13, 14, 26-29; Book III. cap. 1"
sec,Sec.; sec; sec.,367,C:\Projects\Abib\Other Works\Institutes.txt,1267,"sec. 14, 15; Book IV. cap. 18 sec. 1; and cap"
sec,Sec.; sec; sec.,367,C:\Projects\Abib\Other Works\Institutes.txt,1267,"sec. 14, 15; Book IV. cap. 18 sec. 1; and cap. 19 sec. 10, 11, 22, 23."
sec,Sec.; sec; sec.,367,C:\Projects\Abib\Other Works\Institutes.txt,1267,"5; Book IV. cap. 18 sec. 1; and cap. 19 sec. 10, 11, 22, 23."
sec,Sec.; sec; sec.,367,C:\Projects\Abib\Other Works\Institutes.txt,3343,"(as to which, see Book 2 c. 7, sec. 6, 10, 12), the general meaning is,"
sec,Sec.; sec; sec.,367,C:\Projects\Abib\Other Works\Institutes.txt,3673,"uth, simplicity, efficacy, and majesty, sec. 1, 2. The"
sec,Sec.; sec; sec.,367,C:\Projects\Abib\Other Works\Institutes.txt,3676,"prophecies, sec. 3-7; also, the predictions of the other"
xxi,xxi; xxi.,350,C:\Projects\Abib\Other Works\Arminianism.txt,1376,"th as his own work, Deut. xix. 5, Exod. xxi. 13; and so"
xxi,xxi; xxi.,350,C:\Projects\Abib\Other Works\Arminianism.txt,1425,"""God delivers him into his hand,"" Exod. xxi. 13."
xxi,xxi; xxi.,350,C:\Projects\Abib\Other Works\Arminianism.txt,1693,"s to the glory of his great name, Prov. xxi. 1, 2, he declareth"
xxi,xxi; xxi.,350,C:\Projects\Abib\Other Works\Arminianism.txt,1739,Prov. xxi. 1.
xxi,xxi; xxi.,350,C:\Projects\Abib\Other Works\Arminianism.txt,1987,"urneth it whithersoever he will,"" Prov. xxi. 1. If"
xxi,xxi; xxi.,350,C:\Projects\Abib\Other Works\Arminianism.txt,2098,Prov. xxi. 1.
xxi,xxi; xxi.,350,C:\Projects\Abib\Other Works\Arminianism.txt,2112,"he necessity of other events, see Exod. xxi. 17;"
xxi,xxi; xxi.,350,C:\Projects\Abib\Other Works\Arminianism.txt,2838,"itten in the Lamb's book of life,"" Rev. xxi. 27;"
xxi,xxi; xxi.,350,C:\Projects\Abib\Other Works\Arminianism.txt,3940,"out of the kingdom of heaven, Rev. xxi. 27; which uncleanness the"
xxi,xxi; xxi.,350,C:\Projects\Abib\Other Works\Arminianism.txt,3969,"ean thing shall enter into heaven, Rev. xxi. 27; with which"
cap,cap; cap.,338,C:\Projects\Abib\Other Works\Arminianism.txt,41,"Constant., apud Socrat., lib. i. cap. 10."
cap,cap; cap.,338,C:\Projects\Abib\Other Works\Arminianism.txt,1454,"Scientia Dei, lib. diatrib. iii., cap. 2, q. 5."
cap,cap; cap.,338,C:\Projects\Abib\Other Works\Arminianism.txt,1456,"Rhaetorfort. Exercit. de Grat., ex. i. cap. 4."
cap,cap; cap.,338,C:\Projects\Abib\Other Works\Arminianism.txt,1476,"Aug. de Civit. Dei, lib. xii. cap. 18."
cap,cap; cap.,338,C:\Projects\Abib\Other Works\Arminianism.txt,1548,"Aug., lib. xv. de Trinit., cap. 14. ""In scientia divina nullus est"
cap,cap; cap.,338,C:\Projects\Abib\Other Works\Arminianism.txt,2616,lib. vi. cap. 11.
cap,cap; cap.,338,C:\Projects\Abib\Other Works\Arminianism.txt,5688,"-- Euseb. Hist. Eccles., lib. i. cap. 4."
cap,cap; cap.,338,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,1185,"[6] Iren. lib. ii., cap. 6, 7, 14, 15, etc.; Clem. Strom. iii.; E"
cap,cap; cap.,338,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,6722,"by Calvin, Institut. lib. ii, cap. 16; as also divers schoolmen had"
cap,cap; cap.,338,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,13685,"bein. -- Euseb. Hist. Eccles., lib. iv. cap. 15. -- ""Neither can"
xxiv,xxiv.,338,C:\Projects\Abib\Other Works\Arminianism.txt,2111,"compared with Acts 2:23; 4:27, 28; Luke xxiv. 27;"
xxiv,xxiv.,338,C:\Projects\Abib\Other Works\Arminianism.txt,2818,"Matt. xxiv. 24, -- that none should snatch Christ's"
xxiv,xxiv.,338,C:\Projects\Abib\Other Works\Arminianism.txt,3104,"ake those days shall be shortened,"" Mt. xxiv. 22; ""And shall, if it"
xxiv,xxiv.,338,C:\Projects\Abib\Other Works\Arminianism.txt,5515,"prophets, Luke xxiv. 25, 26; showing plainly that the prophet"
xxiv,xxiv.,338,C:\Projects\Abib\Other Works\Arminianism.txt,5599,"st to have suffered these things?"" Luke xxiv. 25,"
xxiv,xxiv.,338,C:\Projects\Abib\Other Works\At The Master's Feet.txt,1070,portunity will never occur again (Matt. xxiv.20).
xxiv,xxiv.,338,C:\Projects\Abib\Other Works\Call to the Unconverted.txt,1699,"elieveth not shall be damned."" And Luke xxiv. 46, 47. ""Thus it"
xxiv,xxiv.,338,C:\Projects\Abib\Other Works\Catechisms John Owen.txt,360,^b Luke xxiv. 32; 1 Cor. ii. 14; Heb. iv. 12; 2 Pet. i
xxiv,xxiv.,338,C:\Projects\Abib\Other Works\Catechisms John Owen.txt,477,^e Exod. xv. 11; Josh. xxiv. 19; Hab. i. 13; Rev. iv. 8.
xxiv,xxiv.,338,C:\Projects\Abib\Other Works\Catechisms John Owen.txt,1027,"a perfect man; as, first, a body, Luke xxiv. 39; Heb. ii. 17;"
lib,Lib; Lib.; lib; lib.,313,C:\Projects\Abib\Other Works\Institutes.txt,1215,"[16] i. Acatius in lib. 11 cap 16, F. Triport. Hist."
lib,Lib; Lib.; lib; lib.,313,C:\Projects\Abib\Other Works\Institutes.txt,1217,"[17] ii. Ambr. lib. 2. De Officiis, cap. 28."
lib,Lib; Lib.; lib; lib.,313,C:\Projects\Abib\Other Works\Institutes.txt,1222,[19] iii. Spiridion. Trip. Hist. lib. 1 cap. 10.
lib,Lib; Lib.; lib; lib.,313,C:\Projects\Abib\Other Works\Institutes.txt,1224,[20] iv. Trip. Hist. lib. 8 cap 1
lib,Lib; Lib.; lib; lib.,313,C:\Projects\Abib\Other Works\Institutes.txt,1251,"[31] xiii. Cypr. Epist. 2, lib. 1. De Lapsis."
lib,Lib; Lib.; lib; lib.,313,C:\Projects\Abib\Other Works\Institutes.txt,1253,[32] xiv. August. lib. 2 De Peccat. Mer. cap. uit.
lib,Lib; Lib.; lib; lib.,313,C:\Projects\Abib\Other Works\Institutes.txt,1255,[33] xv. Apollon. De quo Eccles. Hist. lib 5 cap. 12.
lib,Lib; Lib.; lib; lib.,313,C:\Projects\Abib\Other Works\Institutes.txt,1257,[34] xvi. Paphnut. Tripart. Hist. lib. 2 cap. 14.
lib,Lib; Lib.; lib; lib.,313,C:\Projects\Abib\Other Works\Institutes.txt,1259,"[35] xvii. Cypr. Epist. 2, lib. 2"
lib,Lib; Lib.; lib; lib.,313,C:\Projects\Abib\Other Works\Institutes.txt,1269,"[39] Epist. 3, lib. 2; et in Epist ad Julian. De Haeret. Bap"
xxiii,xxiii; xxiii.,297,C:\Projects\Abib\Other Works\Arminianism.txt,955,"xxiii. 13. ""The Lord of hosts hath purposed, an"
xxiii,xxiii; xxiii.,297,C:\Projects\Abib\Other Works\Arminianism.txt,1048,Sam. xv. 29; Isa. xiv. 27; Job xxiii. 13; Ps. cxv. 3.
xxiii,xxiii; xxiii.,297,C:\Projects\Abib\Other Works\Arminianism.txt,1654,"places that he shall not see him,"" Jer. xxiii. 24;"
xxiii,xxiii; xxiii.,297,C:\Projects\Abib\Other Works\At The Master's Feet.txt,1576,xxiii.21).
xxiii,xxiii; xxiii.,297,C:\Projects\Abib\Other Works\At The Master's Feet.txt,1746,entered Paradise with Me (Luke xxiii.39-43). This Paradise exists not
xxiii,xxiii; xxiii.,297,C:\Projects\Abib\Other Works\Call to the Unconverted.txt,2008,"stubbornness, as Matt. xxiii. 37. ""O Jerusalem, Jerusalem, how oft"
xxiii,xxiii; xxiii.,297,C:\Projects\Abib\Other Works\Call to the Unconverted.txt,3221,"Numb. xxiii. 10. ""Let me die the death of the righteo"
xxiii,xxiii; xxiii.,297,C:\Projects\Abib\Other Works\Call to the Unconverted.txt,3489,Matt. xxiii. 37. What desires of your welfare did the
xxiii,xxiii; xxiii.,297,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,282,according to Isa. liii. 12; Luke xxiii. 34; John xvii. 21-23; Matt. v.
xxiii,xxiii; xxiii.,297,C:\Projects\Abib\Other Works\Death of Death in the Death of Christ.txt,2833,"he gospel, Isa. liii. 12; as once, Luke xxiii. 34; as himself left"
verses,VERSES; Verses; verses,293,C:\Projects\Abib\Other Works\Arminianism.txt,5949,"""reign"" and ""dominion"" thereof, verses 12, 14; all ""our members being"
verses,VERSES; Verses; verses,293,C:\Projects\Abib\Other Works\Commentary on Galatians Luther.txt,1075,"VERSES 11, 12. But I certify you, brethren, tha"
verses,VERSES; Verses; verses,293,C:\Projects\Abib\Other Works\Commentary on Galatians Luther.txt,1185,"VERSES 13, 14. For ye have heard of my conversa"
verses,VERSES; Verses; verses,293,C:\Projects\Abib\Other Works\Commentary on Galatians Luther.txt,1222,"VERSES 15, 16, 17. But when it pleased God, who"
verses,VERSES; Verses; verses,293,C:\Projects\Abib\Other Works\Commentary on Galatians Luther.txt,1349,"VERSES 18, 19. Then after three years I went up"
verses,VERSES; Verses; verses,293,C:\Projects\Abib\Other Works\Commentary on Galatians Luther.txt,1391,"VERSES 22, 23, 24. And was unknown by face unto"
verses,VERSES; Verses; verses,293,C:\Projects\Abib\Other Works\Commentary on Galatians Luther.txt,1566,"VERSES 4,5. And that because of false brethren"
verses,VERSES; Verses; verses,293,C:\Projects\Abib\Other Works\Commentary on Galatians Luther.txt,1748,"VERSES 7, 8. But contrariwise, when they saw th"
verses,VERSES; Verses; verses,293,C:\Projects\Abib\Other Works\Commentary on Galatians Luther.txt,5276,"VERSES 4, 5. But when the fullness of the time"
verses,VERSES; Verses; verses,293,C:\Projects\Abib\Other Works\Commentary on Galatians Luther.txt,5694,"VERSES 8 and 9. Howbeit then, when ye knew not"
bc,B.C.,287,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,284,"Kings 15:29) about B.C. 734. It is elsewhere called Abel-maim,"
bc,B.C.,287,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,1063,"the king of Egypt, who rebuilt it about B.C. 100. Here"
bc,B.C.,287,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,1947,"istory, the son and successor of Cyrus (B.C. 529)."
bc,B.C.,287,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,1953,(B.C. 485). In the LXX. version of the Book of
bc,B.C.,287,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,1955,(B.C. 486-465). He invaded Greece with an army
bc,B.C.,287,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,1984,"reigning sixteen years (B.C. 740-724), and was succeeded by his"
bc,B.C.,287,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,2350,"intemperance, B.C. 323. His empire was divided among his fo"
bc,B.C.,287,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,2355,"founder, Alexander the Great (about B.C. 333). It was for a long"
bc,B.C.,287,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,2370,"one time. It was begun B.C. 280, and finished about B.C. 200 or"
bc,B.C.,287,C:\Projects\Abib\Other Works\Eastons Bible Dictionary.txt,2370,"was begun B.C. 280, and finished about B.C. 200 or"
xxvi,xxvi.,283,C:\Projects\Abib\Other Works\Arminianism.txt,1555,Ps. xxvi. 2; Ps. cxlvii. 4; Luke xii. 27; Matt. x.
xxvi,xxvi.,283,C:\Projects\Abib\Other Works\Arminianism.txt,1731,"works in us,"" Isa. xxvi. 12. Thirdly, His powerful overruling of"
xxvi,xxvi.,283,C:\Projects\Abib\Other Works\Arminianism.txt,2089,"hast wrought all our works in us,"" Isa. xxvi. 12. ""My Father"
xxvi,xxvi.,283,C:\Projects\Abib\Other Works\Arminianism.txt,2367,"works in us,"" Isa. xxvi. 12. They are our own works which he work"
xxvi,xxvi.,283,C:\Projects\Abib\Other Works\Arminianism.txt,5213,"worketh all our works in us,"" Isa. xxvi. 12. They are our works, though"
xxvi,xxvi.,283,C:\Projects\Abib\Other Works\Arminianism.txt,5291,"hast wrought all our works in us,"" Isa. xxvi. 12. ""God worketh in"
xxvi,xxvi.,283,C:\Projects\Abib\Other Works\Arminianism.txt,6016,"counted a special gift of God, Isa. xxvi. 12. Thirdly, That our wills"
